# Метеостанция Москва (ВДНХ), Россия, WMO_ID=27612, выборка с 01.01.2020 по 31.12.2020, все дни
# Кодировка: UTF-8
# Информация предоставлена сайтом "Расписание Погоды", rp5.ru
# Пожалуйста, при использовании данных, любезно указывайте названный сайт.
# Обозначения метеопараметров см. по адресу http://rp5.ru/archive.php?wmo_id=27612&lang=ru
#
"Местное время в Москве (ВДНХ)";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"01.03.2020 15:00";"4.7";"742.9";"757.5";"-1.2";"53";"Ветер, дующий с юга";"2";"";"";"100%.";" ";"";"";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"60%.";"2500 или более, или облаков нет.";"Высокослоистые просвечивающие.";"Перисто-слоистые, покрывающие все небо.";"10.0";"-4.2";"";"";"";"";"";"";
"01.03.2020 12:00";"4.3";"744.1";"758.7";"-0.6";"56";"Ветер, дующий с юго-юго-запада";"2";"";"";"20–30%.";" ";"";"";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"Облаков нет.";"2500 или более, или облаков нет.";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"10.0";"-3.7";"";"";"";"";"";"";
"01.03.2020 09:00";"-0.1";"744.7";"759.6";"0.3";"83";"Ветер, дующий с юга";"1";"";"";"90  или более, но не 100%";" ";"";"";"-3.3";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"70 – 80%.";"1000-1500";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"10.0";"-2.7";"Осадков нет";"12";"";"";"Ровный слой слежавшегося или мокрого снега покрывает поверхность почвы полностью.";"3.0";
"01.03.2020 06:00";"-2.0";"744.4";"759.4";"0.9";"90";"Штиль, безветрие";"0";"";"";"70 – 80%.";"Дымка. ";"Облака покрывали более половины неба в течение одной части соответствующего периода и половину или менее в течение другой части периода.";"Облака покрывали более половины неба в течение одной части соответствующего периода и половину или менее в течение другой части периода.";"-3.3";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"60%.";"2500 или более, или облаков нет.";"Клочья (часто чечевицеобразные) высококучевых просвечивающих, непрерывно изменяющихся; расположены на одном или более уровнях.";"Перистые плотные в виде клочьев или скрученных склонов, количество которых обычно не увеличивается, иногда могут казаться остатками верхней части кучево-дождевых; или перистые башенкообразные, или перистые хлопьевидные.";"";"-3.4";"Осадков нет";"12";"";"";"";"";
"01.03.2020 03:00";"-2.2";"743.5";"758.4";"0.6";"87";"Ветер, дующий с запада";"1";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"";"-4.1";"";"";"";"";"";"";
"01.03.2020 00:00";"-3.2";"742.9";"757.9";"1.2";"86";"Штиль, безветрие";"0";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"";"-5.2";"";"";"";"";"";"";
"29.02.2020 21:00";"-2.3";"741.7";"756.7";"1.4";"86";"Ветер, дующий с западо-юго-запада";"1";"";"";"Облаков нет.";"Состояние неба в общем не изменилось. ";"Ливень (ливни).";"Облака покрывали более половины неба в течение одной части соответствующего периода и половину или менее в течение другой части периода.";"";"1.4";"";"";"";"";"";"";"-4.4";"0.8";"12";"";"";"";"";
"29.02.2020 18:00";"-1.3";"740.3";"755.1";"0.7";"94";"Ветер, дующий с западо-юго-запада";"1";"";"";"70 – 80%.";"Ливневый снег слабый в срок наблюдения или за последний час. ";"Ливень (ливни).";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.";"60%.";"600-1000";"Высококучевые, образовавшиеся из кучевых (или кучево-дождевых).";"Перистых, перисто-кучевых или перисто-слоистых нет.";"4.0";"-2.1";"0.8";"12";"";"";"";"";
"29.02.2020 15:00";"0.6";"739.6";"754.3";"0.3";"63";"Ветер, дующий с юго-запада";"1";"";"";"100%.";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"600-1000";"";"";"10.0";"-5.8";"";"";"";"";"";"";
"29.02.2020 12:00";"0.4";"739.3";"754.0";"1.2";"55";"Ветер, дующий с запада";"2";"";"";"90  или более, но не 100%";"Состояние неба в общем не изменилось. ";"Ливень (ливни).";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"90  или более, но не 100%";"600-1000";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"10.0";"-7.7";"";"";"";"";"";"";
"29.02.2020 09:00";"-0.3";"738.1";"752.8";"0.6";"76";"Ветер, дующий с запада";"2";"";"";"100%.";"Ливневый снег слабый в срок наблюдения или за последний час. ";"Ливень (ливни).";"Облака покрывали более половины неба в течение всего соответствующего периода.";"-0.8";"";"Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.";"100%.";"300-600";"";"";"4.0";"-4.1";"Следы осадков";"12";"";"";"Слежавшийся или мокрый снег (со льдом или без него), покрывающий по крайней мере половину поверхности почвы, но почва не покрыта полностью.";"3.0";
"29.02.2020 06:00";"0.1";"737.5";"752.2";"0.3";"76";"Ветер, дующий с запада";"1";"";"";"100%.";" ";"";"";"0.1";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"600-1000";"";"";"";"-3.7";"Осадков нет";"12";"";"";"";"";
"29.02.2020 03:00";"0.6";"737.2";"751.8";"0.6";"78";"Ветер, дующий с западо-юго-запада";"2";"";"";"100%.";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"600-1000";"";"";"";"-2.9";"";"";"";"";"";"";
"29.02.2020 00:00";"0.5";"736.6";"751.2";"0.5";"78";"Ветер, дующий с западо-юго-запада";"2";"";"";"70 – 80%.";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"70 – 80%.";"600-1000";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"";"-2.9";"";"";"";"";"";"";
"28.02.2020 21:00";"1.4";"736.1";"750.7";"0.7";"67";"Ветер, дующий с западо-юго-запада";"1";"";"";"90  или более, но не 100%";" ";"";"";"";"3.3";"Слоисто-кучевые, образовавшиеся не из кучевых.";"90  или более, но не 100%";"600-1000";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"";"-4.1";"Осадков нет";"12";"";"";"";"";
"28.02.2020 18:00";"2.2";"735.4";"749.9";"0.9";"59";"Ветер, дующий с западо-юго-запада";"1";"";"";"90  или более, но не 100%";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"90  или более, но не 100%";"600-1000";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"10.0";"-5.1";"Осадков нет";"12";"";"";"";"";
"28.02.2020 15:00";"2.6";"734.5";"749.0";"0.4";"70";"Ветер, дующий с западо-юго-запада";"1";"";"";"100%.";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"40%.";"600-1000";"Высококучевые, просвечивающие или плотные в двух или более слоях или высококучевые плотные в одном слое, не распространяющиеся но небу, либо высококучевые с высокослоистыми или слоисто-дождевыми.";"";"10.0";"-2.4";"";"";"";"";"";"";
"28.02.2020 12:00";"1.6";"734.1";"748.6";"0.2";"77";"Ветер, дующий с запада";"1";"";"";"90  или более, но не 100%";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"70 – 80%.";"600-1000";"Высококучевые, просвечивающие или плотные в двух или более слоях или высококучевые плотные в одном слое, не распространяющиеся но небу, либо высококучевые с высокослоистыми или слоисто-дождевыми.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"10.0";"-2.0";"";"";"";"";"";"";
"28.02.2020 09:00";"0.1";"733.9";"748.4";"0.9";"85";"Ветер, дующий с запада";"1";"";"";"70 – 80%.";"Дымка. ";"Облака покрывали более половины неба в течение одной части соответствующего периода и половину или менее в течение другой части периода.";"Облака покрывали более половины неба в течение одной части соответствующего периода и половину или менее в течение другой части периода.";"-0.6";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"70 – 80%.";"2500 или более, или облаков нет.";"Высококучевые, просвечивающие или плотные в двух или более слоях или высококучевые плотные в одном слое, не распространяющиеся но небу, либо высококучевые с высокослоистыми или слоисто-дождевыми.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"10.0";"-2.2";"0.4";"12";"";"";"Слежавшийся или мокрый снег (со льдом или без него), покрывающий по крайней мере половину поверхности почвы, но почва не покрыта полностью.";"3.0";
"28.02.2020 06:00";"-0.3";"733.0";"747.6";"0.9";"88";"Ветер, дующий с западо-юго-запада";"1";"";"";"Облаков нет.";"Дымка. ";"Облака покрывали более половины неба в течение одной части соответствующего периода и половину или менее в течение другой части периода.";"Облака покрывали более половины неба в течение одной части соответствующего периода и половину или менее в течение другой части периода.";"-0.4";"";"";"";"";"";"";"";"-2.1";"0.5";"12";"";"";"";"";
"28.02.2020 03:00";"0.8";"732.1";"746.6";"1.1";"91";"Ветер, дующий с запада";"1";"";"";"100%.";"Дымка. ";"Дождь.";"Морось.";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"600-1000";"";"";"";"-0.5";"";"";"";"";"";"";
"28.02.2020 00:00";"2.3";"731.0";"745.3";"0.0";"97";"Ветер, дующий с запада";"1";"";"";"100%.";"Дождь (незамерзающий) неливневый. ";"Дождь.";"Морось.";"";"";"Слоистые разорванные или кучевые разорванные облака плохой погоды, либо те и другие вместе (разорванно-дождевые); обычно расположены под слоистыми или слоисто-дождевыми облаками.";"100%.";"300-600";"";"";"";"1.9";"";"";"";"";"";"";
"27.02.2020 21:00";"3.1";"731.0";"745.4";"0.0";"98";"Ветер, дующий с западо-юго-запада";"1";"";"";"100%.";"Морось (незамерзающая) или снежные зерна неливневые. ";"Дождь со снегом или другими видами твердых осадков";"Дождь.";"";"3.1";"Слоистые туманообразные или слоистые разорванные, либо те и другие, но не относящиеся к облакам плохой погоды.";"100%.";"300-600";"";"";"";"2.8";"2.0";"12";"";"";"";"";
"27.02.2020 18:00";"1.9";"731.0";"745.4";"-0.8";"98";"Ветер, дующий с востоко-юго-востока";"1";"";"";"100%.";"Морось незамерзающая непрерывная слабая в срок наблюдения. ";"Дождь со снегом или другими видами твердых осадков";"Дождь.";"";"";"Слоистые туманообразные или слоистые разорванные, либо те и другие, но не относящиеся к облакам плохой погоды.";"100%.";"200-300";"";"";"2.0";"1.6";"2.0";"12";"";"";"";"";
"27.02.2020 15:00";"1.4";"731.8";"746.2";"-1.3";"97";"Ветер, дующий с востоко-юго-востока";"1";"";"";"100%.";"Дождь или морось со снегом слабые. ";"Дождь со снегом или другими видами твердых осадков";"Дождь.";"";"";"Слоистые разорванные или кучевые разорванные облака плохой погоды, либо те и другие вместе (разорванно-дождевые); обычно расположены под слоистыми или слоисто-дождевыми облаками.";"100%.";"300-600";"Высокослоистые непросвечивающие или слоисто-дождевые.";"";"4.0";"1.0";"";"";"";"";"";"";
"27.02.2020 12:00";"1.6";"733.1";"747.7";"-0.8";"95";"Ветер, дующий с юго-востока";"1";"";"";"100%.";"Дождь незамерзающий непрерывный слабый в срок наблюдения. ";"Дождь со снегом или другими видами твердых осадков";"Дождь.";"";"";"Слоистые разорванные или кучевые разорванные облака плохой погоды, либо те и другие вместе (разорванно-дождевые); обычно расположены под слоистыми или слоисто-дождевыми облаками.";"100%.";"300-600";"";"";"4.0";"0.9";"";"";"";"";"";"";
"27.02.2020 09:00";"1.4";"733.9";"748.4";"-0.1";"96";"Ветер, дующий с востока";"1";"";"";"100%.";"Дымка. ";"Облака покрывали более половины неба в течение всего соответствующего периода.";"Облака покрывали более половины неба в течение всего соответствующего периода.";"-0.3";"";"Слоистые туманообразные или слоистые разорванные, либо те и другие, но не относящиеся к облакам плохой погоды.";"100%.";"200-300";"";"";"4.0";"0.8";"Осадков нет";"12";"";"";"Слежавшийся или мокрый снег (со льдом или без него), покрывающий по крайней мере половину поверхности почвы, но почва не покрыта полностью.";"3.0";
"27.02.2020 06:00";"1.2";"734.0";"748.6";"-0.3";"98";"Ветер, дующий с юго-востока";"1";"";"";"100%.";"Дымка. ";"Облака покрывали более половины неба в течение всего соответствующего периода.";"Облака покрывали более половины неба в течение всего соответствующего периода.";"-0.3";"";"Слоистые разорванные или кучевые разорванные облака плохой погоды, либо те и другие вместе (разорванно-дождевые); обычно расположены под слоистыми или слоисто-дождевыми облаками.";"100%.";"300-600";"";"";"";"0.9";"Следы осадков";"12";"";"";"";"";
"27.02.2020 03:00";"-0.2";"734.3";"748.9";"0.1";"97";"Штиль, безветрие";"0";"";"";"100%.";"Дымка. ";"Облака покрывали более половины неба в течение всего соответствующего периода.";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"40%.";"600-1000";"Высококучевые просвечивающие, полосами, либо один или несколько слоев высококучевых просвечивающих, распространяющихся по небу; эти высококучевые в целом уплотняются.";"";"";"-0.6";"";"";"";"";"";"";
"27.02.2020 00:00";"1.2";"734.2";"748.6";"1.0";"96";"Штиль, безветрие";"0";"";"";"90  или более, но не 100%";"Дымка. ";"Облака покрывали более половины неба в течение всего соответствующего периода.";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"90  или более, но не 100%";"600-1000";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"";"0.6";"";"";"";"";"";"";
"26.02.2020 21:00";"1.6";"733.2";"747.7";"1.4";"96";"Ветер, дующий с юго-юго-запада";"1";"";"";"100%.";"Морось (незамерзающая) или снежные зерна неливневые. ";"Дождь со снегом или другими видами твердых осадков";"Дождь.";"";"1.9";"Слоистые туманообразные или слоистые разорванные, либо те и другие, но не относящиеся к облакам плохой погоды.";"100%.";"300-600";"";"";"";"1.0";"3.0";"12";"";"";"";"";
"26.02.2020 18:00";"1.7";"731.8";"746.2";"0.1";"94";"Штиль, безветрие";"0";"";"";"100%.";"Дождь (незамерзающий) неливневый. ";"Дождь со снегом или другими видами твердых осадков";"Дождь.";"";"";"Слоистые разорванные или кучевые разорванные облака плохой погоды, либо те и другие вместе (разорванно-дождевые); обычно расположены под слоистыми или слоисто-дождевыми облаками.";"100%.";"300-600";"Высокослоистые непросвечивающие или слоисто-дождевые.";"";"4.0";"0.8";"3.0";"12";"";"";"";"";
"26.02.2020 15:00";"0.8";"731.7";"746.2";"-0.6";"93";"Штиль, безветрие";"0";"";"";"100%.";"Снег непрерывный умеренный в срок наблюдения. ";"Дождь со снегом или другими видами твердых осадков";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоистые разорванные или кучевые разорванные облака плохой погоды, либо те и другие вместе (разорванно-дождевые); обычно расположены под слоистыми или слоисто-дождевыми облаками.";"100%.";"300-600";"Высокослоистые непросвечивающие или слоисто-дождевые.";"";"1.0";"-0.2";"";"";"";"";"";"";
"26.02.2020 12:00";"1.0";"732.3";"746.8";"-1.9";"79";"Ветер, дующий с юго-юго-востока";"2";"";"";"100%.";"Снег непрерывный слабый в срок наблюдения. ";"Дождь со снегом или другими видами твердых осадков";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"70 – 80%.";"600-1000";"Высококучевые, просвечивающие или плотные в двух или более слоях или высококучевые плотные в одном слое, не распространяющиеся но небу, либо высококучевые с высокослоистыми или слоисто-дождевыми.";"";"10.0";"-2.2";"";"";"";"";"";"";
"26.02.2020 09:00";"-0.9";"734.2";"748.8";"-1.2";"71";"Ветер, дующий с востоко-юго-востока";"1";"";"";"100%.";" ";"";"";"-5.4";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"70 – 80%.";"600-1000";"Высококучевые, просвечивающие или плотные в двух или более слоях или высококучевые плотные в одном слое, не распространяющиеся но небу, либо высококучевые с высокослоистыми или слоисто-дождевыми.";"";"10.0";"-5.6";"Осадков нет";"12";"";"";"Слежавшийся или мокрый снег (со льдом или без него), покрывающий по крайней мере половину поверхности почвы, но почва не покрыта полностью.";"3.0";
"26.02.2020 06:00";"-1.9";"735.4";"750.2";"-1.5";"67";"Ветер, дующий с юго-востока";"1";"";"";"100%.";" ";"";"";"-5.4";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"600-1000";"";"";"";"-7.2";"Осадков нет";"12";"";"";"";"";
"26.02.2020 03:00";"-4.9";"736.9";"751.8";"-0.4";"83";"Штиль, безветрие";"0";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"";"-7.3";"";"";"";"";"";"";
"26.02.2020 00:00";"-2.7";"737.3";"752.2";"0.1";"70";"Штиль, безветрие";"0";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"";"-7.5";"";"";"";"";"";"";
"25.02.2020 21:00";"-1.5";"737.2";"751.9";"0.5";"64";"Ветер, дующий с западо-юго-запада";"1";"";"";"Облаков нет.";" ";"";"";"";"2.6";"";"";"";"";"";"";"-7.6";"Осадков нет";"12";"";"";"";"";
"25.02.2020 18:00";"1.4";"736.7";"751.3";"0.8";"41";"Ветер, дующий с западо-северо-запада";"1";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"10.0";"-10.6";"Осадков нет";"12";"";"";"";"";
"25.02.2020 15:00";"2.3";"735.9";"750.4";"-0.1";"37";"Ветер, дующий с северо-запада";"3";"";"10";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"10.0";"-11.0";"";"";"";"";"";"";
"25.02.2020 12:00";"1.4";"736.0";"750.7";"0.0";"52";"Ветер, дующий с западо-северо-запада";"2";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"10.0";"-7.5";"";"";"";"";"";"";
"25.02.2020 09:00";"-1.0";"736.0";"750.7";"0.8";"78";"Ветер, дующий с западо-северо-запада";"2";"";"";"Облаков нет.";" ";"";"";"-1.9";"";"";"";"";"";"";"10.0";"-4.4";"Осадков нет";"12";"";"";"Слежавшийся или мокрый снег (со льдом или без него), покрывающий по крайней мере половину поверхности почвы, но почва не покрыта полностью.";"3.0";
"25.02.2020 06:00";"-1.6";"735.2";"749.9";"0.4";"85";"Ветер, дующий с запада";"1";"";"";"Облаков нет.";"Дымка. ";"Облака покрывали половину неба или менее в течение всего соответствующего периода.";"Облака покрывали половину неба или менее в течение всего соответствующего периода.";"-1.6";"";"";"";"";"";"";"";"-3.8";"Осадков нет";"12";"";"";"";"";
"25.02.2020 03:00";"-0.8";"734.8";"749.4";"0.5";"86";"Ветер, дующий с запада";"1";"";"";"Облаков нет.";"Дымка. ";"Облака покрывали более половины неба в течение одной части соответствующего периода и половину или менее в течение другой части периода.";"Облака покрывали более половины неба в течение одной части соответствующего периода и половину или менее в течение другой части периода.";"";"";"";"";"";"";"";"";"-2.8";"";"";"";"";"";"";
"25.02.2020 00:00";"1.0";"734.3";"748.9";"0.7";"82";"Ветер, дующий с западо-северо-запада";"1";"";"";"60%.";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"60%.";"600-1000";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"";"-1.8";"";"";"";"";"";"";
"24.02.2020 21:00";"2.9";"733.6";"748.0";"0.9";"69";"Ветер, дующий с запада";"1";"";"";"90  или более, но не 100%";" ";"";"";"";"4.6";"Слоисто-кучевые, образовавшиеся не из кучевых.";"90  или более, но не 100%";"600-1000";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"";"-2.2";"Следы осадков";"12";"";"";"";"";
"24.02.2020 18:00";"3.3";"732.7";"747.1";"0.7";"67";"Ветер, дующий с западо-юго-запада";"1";"";"";"100%.";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"600-1000";"";"";"10.0";"-2.3";"Следы осадков";"12";"";"";"";"";
"24.02.2020 15:00";"3.8";"732.0";"746.4";"0.2";"65";"Ветер, дующий с западо-юго-запада";"1";"";"";"70 – 80%.";"Состояние неба в общем не изменилось. ";"Ливень (ливни).";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"70 – 80%.";"600-1000";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"10.0";"-2.3";"";"";"";"";"";"";
"24.02.2020 12:00";"3.0";"731.8";"746.2";"0.3";"75";"Ветер, дующий с запада";"1";"";"";"100%.";"Состояние неба в общем не изменилось. ";"Ливень (ливни).";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"600-1000";"";"";"10.0";"-1.0";"";"";"";"";"";"";
"24.02.2020 09:00";"1.3";"731.5";"745.9";"0.7";"88";"Ветер, дующий с западо-юго-запада";"1";"";"";"90  или более, но не 100%";"Ливневый снег слабый в срок наблюдения или за последний час. ";"Ливень (ливни).";"Облака покрывали более половины неба в течение всего соответствующего периода.";"1.2";"";"Кучево-дождевые лысые с кучевыми, слоисто-кучевыми или слоистыми, либо без них.";"90  или более, но не 100%";"600-1000";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"4.0";"-0.5";"Следы осадков";"12";"";"";"Слежавшийся или мокрый снег (со льдом или без него), покрывающий по крайней мере половину поверхности почвы, но почва не покрыта полностью.";"3.0";
"24.02.2020 06:00";"1.7";"730.8";"745.3";"0.1";"81";"Ветер, дующий с юго-запада";"1";"";"";"100%.";" ";"";"";"1.4";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"600-1000";"";"";"";"-1.2";"Осадков нет";"12";"";"";"";"";
"24.02.2020 03:00";"1.6";"730.7";"745.2";"-0.5";"86";"Ветер, дующий с западо-юго-запада";"1";"";"";"100%.";"Дождь (незамерзающий) неливневый. ";"Облака покрывали более половины неба в течение всего соответствующего периода.";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"600-1000";"";"";"";"-0.5";"";"";"";"";"";"";
"24.02.2020 00:00";"1.9";"731.2";"745.6";"-0.6";"84";"Ветер, дующий с западо-юго-запада";"1";"";"";"100%.";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"600-1000";"";"";"";"-0.6";"";"";"";"";"";"";
"23.02.2020 21:00";"1.8";"731.8";"746.3";"-0.1";"84";"Ветер, дующий с юго-юго-запада";"1";"";"";"100%.";"Состояние неба в общем не изменилось. ";"Ливень (ливни).";"Облака покрывали более половины неба в течение одной части соответствующего периода и половину или менее в течение другой части периода.";"";"2.7";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"600-1000";"";"";"";"-0.6";"3.0";"12";"";"";"";"";
"23.02.2020 18:00";"1.6";"731.9";"746.4";"-0.3";"88";"Ветер, дующий с западо-юго-запада";"1";"";"";"40%.";"Дымка. ";"Ливень (ливни).";"Облака покрывали более половины неба в течение одной части соответствующего периода и половину или менее в течение другой части периода.";"";"";"Слоисто-кучевые, образовавшиеся из кучевых.";"40%.";"1000-1500";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"4.0";"-0.2";"6.0";"12";"";"";"";"";
"23.02.2020 15:00";"2.0";"732.2";"746.7";"-0.9";"90";"Ветер, дующий с юго-юго-запада";"1";"";"";"90  или более, но не 100%";"Ливневый(ые) дождь(и) слабый(ые) в срок наблюдения или за последний час. ";"Ливень (ливни).";"Дождь со снегом или другими видами твердых осадков";"";"";"Кучево-дождевые лысые с кучевыми, слоисто-кучевыми или слоистыми, либо без них.";"90  или более, но не 100%";"600-1000";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"4.0";"0.5";"";"";"";"";"";"";
"23.02.2020 12:00";"1.1";"733.1";"747.6";"-1.4";"93";"Ветер, дующий с юга";"2";"";"";"100%.";"Снег непрерывный слабый в срок наблюдения. ";"Дождь со снегом или другими видами твердых осадков";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоистые разорванные или кучевые разорванные облака плохой погоды, либо те и другие вместе (разорванно-дождевые); обычно расположены под слоистыми или слоисто-дождевыми облаками.";"100%.";"300-600";"Высокослоистые непросвечивающие или слоисто-дождевые.";"";"4.0";"0.1";"";"";"";"";"";"";
"23.02.2020 09:00";"0.7";"734.5";"749.1";"-2.6";"94";"Ветер, дующий с юга";"1";"";"";"100%.";"Снег непрерывный слабый в срок наблюдения. ";"Дождь со снегом или другими видами твердых осадков";"Облака покрывали более половины неба в течение всего соответствующего периода.";"0.5";"";"Слоистые разорванные или кучевые разорванные облака плохой погоды, либо те и другие вместе (разорванно-дождевые); обычно расположены под слоистыми или слоисто-дождевыми облаками.";"100%.";"300-600";"";"";"2.0";"-0.2";"5.0";"12";"";"";"Ровный слой слежавшегося или мокрого снега покрывает поверхность почвы полностью.";"5.0";
"23.02.2020 06:00";"0.6";"737.1";"751.7";"-3.4";"94";"Ветер, дующий с юга";"2";"";"";"100%.";"Снег непрерывный слабый в срок наблюдения. ";"Дождь со снегом или другими видами твердых осадков";"Облака покрывали более половины неба в течение всего соответствующего периода.";"0.6";"";"Слоистые разорванные или кучевые разорванные облака плохой погоды, либо те и другие вместе (разорванно-дождевые); обычно расположены под слоистыми или слоисто-дождевыми облаками.";"100%.";"300-600";"Высокослоистые непросвечивающие или слоисто-дождевые.";"";"";"-0.2";"2.0";"12";"";"";"";"";
"23.02.2020 03:00";"2.6";"740.5";"755.1";"-3.6";"68";"Ветер, дующий с юго-юго-запада";"2";"";"12";"100%.";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"600-1000";"";"";"";"-2.8";"";"";"";"";"";"";
"23.02.2020 00:00";"2.8";"744.1";"758.8";"-3.8";"69";"Ветер, дующий с юга";"2";"";"11";"100%.";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"600-1000";"";"";"";"-2.4";"";"";"";"";"";"";
"22.02.2020 21:00";"3.5";"747.9";"762.6";"-1.7";"68";"Ветер, дующий с юга";"2";"";"";"100%.";" ";"";"";"";"6.7";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"100%.";"2500 или более, или облаков нет.";"Высококучевые просвечивающие, полосами, либо один или несколько слоев высококучевых просвечивающих, распространяющихся по небу; эти высококучевые в целом уплотняются.";"";"";"-1.9";"Осадков нет";"12";"";"";"";"";
"22.02.2020 18:00";"5.0";"749.6";"764.2";"-1.4";"53";"Ветер, дующий с юга";"1";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"10.0";"-3.9";"Осадков нет";"12";"";"";"";"";
