# Метеостанция Москва (ВДНХ), Россия, WMO_ID=27612, выборка с 01.09.2021 по 30.09.2021, все дни
# Кодировка: UTF-8
# Информация предоставлена сайтом "Расписание Погоды", rp5.ru
# Пожалуйста, при использовании данных, любезно указывайте названный сайт.
# Обозначения метеопараметров см. по адресу http://rp5.ru/archive.php?wmo_id=27612&lang=ru
#
"Местное время в Москве (ВДНХ)";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"07.09.2021 21:00";"11.5";"752.5";"766.1";"-0.3";"92";"Ветер, дующий с северо-северо-запада";"1";"";"";"100%.";"Ливневый(ые) дождь(и) слабый(ые) в срок наблюдения или за последний час. ";"Ливень (ливни).";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"12.9";"Кучево-дождевые лысые с кучевыми, слоисто-кучевыми или слоистыми, либо без них.";"100%.";"600-1000";"";"";"16.0";"10.3";"0.5";"12";"";"";"";"";
"07.09.2021 18:00";"12.6";"752.8";"766.3";"-0.3";"79";"Ветер, дующий с запада";"1";"";"";"100%.";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"600-1000";"";"";"20.0";"9.0";"Осадков нет";"12";"";"";"";"";
"07.09.2021 15:00";"12.3";"753.1";"766.7";"0.1";"77";"Ветер, дующий с запада";"1";"";"";"100%.";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"600-1000";"";"";"20.0";"8.4";"";"";"";"";"";"";
"07.09.2021 12:00";"12.0";"753.0";"766.6";"-0.3";"72";"Ветер, дующий с запада";"1";"";"";"100%.";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"600-1000";"";"";"20.0";"7.0";"";"";"";"";"";"";
"07.09.2021 09:00";"10.3";"753.3";"766.9";"0.0";"77";"Ветер, дующий с западо-юго-запада";"1";"";"";"70 – 80%.";" ";"";"";"6.7";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"40%.";"1000-1500";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"20.0";"6.4";"Осадков нет";"12";"Поверхность почвы влажная.";"6.0";"";"";
"07.09.2021 06:00";"8.2";"753.3";"767.1";"-0.5";"83";"Ветер, дующий с западо-северо-запада";"1";"";"";"100%.";" ";"";"";"6.7";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"600-1000";"";"";"20.0";"5.5";"Осадков нет";"12";"";"";"";"";
"07.09.2021 03:00";"7.6";"753.8";"767.6";"-0.1";"85";"Ветер, дующий с запада";"1";"";"";"100%.";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"1000-1500";"";"";"20.0";"5.2";"";"";"";"";"";"";
"07.09.2021 00:00";"6.7";"753.9";"767.8";"0.4";"87";"Штиль, безветрие";"0";"";"";"90  или более, но не 100%";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"90  или более, но не 100%";"1000-1500";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"20.0";"4.7";"";"";"";"";"";"";
"06.09.2021 21:00";"9.5";"753.5";"767.2";"0.5";"69";"Ветер, дующий с запада";"1";"";"";"70 – 80%.";" ";"";"";"";"13.7";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"70 – 80%.";"2500 или более, или облаков нет.";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"20.0";"4.1";"Осадков нет";"12";"";"";"";"";
"06.09.2021 18:00";"10.9";"753.0";"766.6";"0.0";"60";"Штиль, безветрие";"0";"";"";"70 – 80%.";" ";"";"";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"60%.";"2500 или более, или облаков нет.";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"20.0";"3.4";"Осадков нет";"12";"";"";"";"";
"06.09.2021 15:00";"12.9";"753.0";"766.5";"-0.4";"46";"Ветер, дующий с юго-запада";"1";"";"";"70 – 80%.";" ";"";"";"";"";"Кучевые средние или мощные или вместе с кучевыми разорванными, или с кучевыми плоскими, или со слоисто-кучевыми, либо без них; основания всех этих облаков расположены на одном уровне.";"50%.";"600-1000";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"20.0";"1.4";"";"";"";"";"";"";
"06.09.2021 12:00";"11.4";"753.4";"767.0";"0.2";"52";"Ветер, дующий с запада";"1";"";"";"70 – 80%.";" ";"";"";"";"";"Кучевые плоские или кучевые разорванные, или те и другие вместе, не относящиеся к облакам плохой погоды.";"70 – 80%.";"1000-1500";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"20.0";"1.7";"";"";"";"";"";"";
"06.09.2021 09:00";"9.0";"753.2";"766.9";"0.5";"72";"Ветер, дующий с западо-северо-запада";"1";"";"";"Облаков нет.";" ";"";"";"4.1";"";"";"";"";"";"";"10.0";"4.1";"Осадков нет";"12";"Поверхность почвы влажная.";"5.0";"";"";
"06.09.2021 06:00";"4.3";"752.7";"766.6";"0.4";"94";"Штиль, безветрие";"0";"";"";"10%  или менее, но не 0";"Дымка. ";"Облака покрывали более половины неба в течение одной части соответствующего периода и половину или менее в течение другой части периода.";"Облака покрывали более половины неба в течение одной части соответствующего периода и половину или менее в течение другой части периода.";"4.3";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"10%  или менее, но не 0";"600-1000";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"4.0";"3.4";"Осадков нет";"12";"";"";"";"";
"06.09.2021 03:00";"6.4";"752.3";"766.2";"0.2";"85";"Штиль, безветрие";"0";"";"";"100%.";"Дымка. ";"Облака покрывали более половины неба в течение всего соответствующего периода.";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"600-1000";"";"";"";"4.0";"";"";"";"";"";"";
"06.09.2021 00:00";"6.9";"752.1";"765.9";"0.5";"88";"Штиль, безветрие";"0";"";"";"90  или более, но не 100%";"Дымка. ";"Облака покрывали более половины неба в течение всего соответствующего периода.";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"90  или более, но не 100%";"1000-1500";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"";"5.0";"";"";"";"";"";"";
"05.09.2021 21:00";"5.8";"751.6";"765.5";"1.0";"95";"Штиль, безветрие";"0";"";"";"70 – 80%.";"Дымка. ";"Ливень (ливни).";"Облака покрывали более половины неба в течение одной части соответствующего периода и половину или менее в течение другой части периода.";"";"10.2";"Слоисто-кучевые, образовавшиеся не из кучевых.";"70 – 80%.";"1000-1500";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"";"5.0";"0.5";"12";"";"";"";"";
"05.09.2021 18:00";"8.6";"750.6";"764.3";"0.5";"81";"Штиль, безветрие";"0";"";"";"40%.";"Облака в целом рассеиваются или становятся менее развитыми. ";"Ливень (ливни).";"Облака покрывали более половины неба в течение одной части соответствующего периода и половину или менее в течение другой части периода.";"";"";"Слоисто-кучевые, образовавшиеся из кучевых.";"20–30%.";"600-1000";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"10.0";"5.5";"0.5";"12";"";"";"";"";
"05.09.2021 15:00";"9.9";"750.1";"763.7";"0.3";"67";"Ветер, дующий с северо-запада";"1";"";"";"100%.";"Состояние неба в общем не изменилось. ";"Ливень (ливни).";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.";"100%.";"600-1000";"";"";"10.0";"3.9";"";"";"";"";"";"";
"05.09.2021 12:00";"8.2";"749.8";"763.5";"1.5";"78";"Ветер, дующий с северо-запада";"1";"";"";"100%.";"Состояние неба в общем не изменилось. ";"Ливень (ливни).";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"600-1000";"";"";"10.0";"4.5";"";"";"";"";"";"";
"05.09.2021 09:00";"6.7";"748.3";"762.1";"1.5";"81";"Ветер, дующий с северо-запада";"1";"";"";"100%.";" ";"";"";"5.8";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"600-1000";"";"";"10.0";"3.7";"Осадков нет";"12";"Поверхность почвы сырая (вода застаивается на поверхности и образует малые или большие лужи).";"6.0";"";"";
"05.09.2021 06:00";"6.1";"746.8";"760.6";"1.2";"85";"Ветер, дующий с северо-запада";"1";"";"";"100%.";"Дымка. ";"Облака покрывали более половины неба в течение всего соответствующего периода.";"Облака покрывали более половины неба в течение всего соответствующего периода.";"5.8";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"600-1000";"";"";"10.0";"3.7";"0.9";"12";"";"";"";"";
"05.09.2021 03:00";"6.3";"745.6";"759.2";"1.0";"88";"Ветер, дующий с западо-северо-запада";"1";"";"";"70 – 80%.";"Дымка. ";"Облака покрывали более половины неба в течение одной части соответствующего периода и половину или менее в течение другой части периода.";"Облака покрывали более половины неба в течение одной части соответствующего периода и половину или менее в течение другой части периода.";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"70 – 80%.";"600-1000";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"";"4.5";"";"";"";"";"";"";
"05.09.2021 00:00";"6.5";"744.6";"758.2";"0.8";"90";"Ветер, дующий с западо-северо-запада";"1";"";"";"20–30%.";"Дымка. ";"Облака покрывали половину неба или менее в течение всего соответствующего периода.";"Облака покрывали половину неба или менее в течение всего соответствующего периода.";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"20–30%.";"600-1000";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"";"4.9";"";"";"";"";"";"";
"04.09.2021 21:00";"7.7";"743.8";"757.3";"1.5";"83";"Ветер, дующий с западо-северо-запада";"1";"";"";"20–30%.";"Состояние неба в общем не изменилось. ";"Ливень (ливни).";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"11.2";"Слоисто-кучевые, образовавшиеся не из кучевых.";"20–30%.";"600-1000";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"";"5.0";"2.0";"12";"";"";"";"";
"04.09.2021 18:00";"10.6";"742.3";"755.8";"0.9";"70";"Ветер, дующий с северо-запада";"2";"";"";"70 – 80%.";"Состояние неба в общем не изменилось. ";"Ливень (ливни).";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоисто-кучевые, образовавшиеся из кучевых.";"70 – 80%.";"600-1000";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"10.0";"5.3";"2.0";"12";"";"";"";"";
"04.09.2021 15:00";"10.6";"741.4";"754.8";"0.7";"74";"Ветер, дующий с западо-северо-запада";"2";"";"";"60%.";"Ливневый(ые) дождь(и). ";"Ливень (ливни).";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Кучевые и слоисто-кучевые (но не слоисто-кучевые, образовавшиеся из кучевых), основания расположены на разных уровнях.";"60%.";"600-1000";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"10.0";"6.1";"";"";"";"";"";"";
"04.09.2021 12:00";"8.6";"740.7";"754.2";"0.7";"76";"Ветер, дующий с северо-запада";"2";"";"";"70 – 80%.";"Ливневый(ые) дождь(и) слабый(ые) в срок наблюдения или за последний час. ";"Ливень (ливни).";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.";"70 – 80%.";"600-1000";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"4.0";"4.6";"";"";"";"";"";"";
"04.09.2021 09:00";"7.2";"740.0";"753.6";"1.2";"83";"Ветер, дующий с северо-запада";"2";"";"";"70 – 80%.";"Ливневый(ые) дождь(и). ";"Ливень (ливни).";"Облака покрывали более половины неба в течение всего соответствующего периода.";"6.6";"";"Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.";"70 – 80%.";"600-1000";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"18.0";"4.5";"1.0";"12";"Поверхность почвы сырая (вода застаивается на поверхности и образует малые или большие лужи).";"8.0";"";"";
"04.09.2021 06:00";"6.7";"738.8";"752.4";"1.0";"81";"Ветер, дующий с западо-северо-запада";"1";"";"";"90  или более, но не 100%";" ";"";"";"6.7";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"90  или более, но не 100%";"1000-1500";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"20.0";"3.7";"2.0";"12";"";"";"";"";
"04.09.2021 03:00";"7.2";"737.8";"751.4";"1.1";"81";"Ветер, дующий с северо-запада";"2";"";"";"90  или более, но не 100%";"Состояние неба в общем не изменилось. ";"Ливень (ливни).";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"90  или более, но не 100%";"600-1000";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"20.0";"4.1";"";"";"";"";"";"";
"04.09.2021 00:00";"7.2";"736.7";"750.2";"2.3";"82";"Ветер, дующий с северо-запада";"3";"";"10";"100%.";"Состояние неба в общем не изменилось. ";"Ливень (ливни).";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"600-1000";"";"";"20.0";"4.3";"";"";"";"";"";"";
"03.09.2021 21:00";"8.2";"734.4";"747.8";"0.3";"90";"Ветер, дующий с северо-запада";"2";"";"";"70 – 80%.";"Состояние неба в общем не изменилось. ";"Ливень (ливни).";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"12.7";"Слоисто-кучевые, образовавшиеся не из кучевых.";"70 – 80%.";"600-1000";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"";"6.6";"11.0";"12";"";"";"";"";
"03.09.2021 18:00";"8.5";"734.1";"747.5";"-1.0";"96";"Ветер, дующий с запада";"1";"";"";"100%.";"Ливневый(ые) дождь(и) слабый(ые) в срок наблюдения или за последний час. ";"Ливень (ливни).";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.";"100%.";"600-1000";"";"";"4.0";"7.9";"9.0";"12";"";"";"";"";
"03.09.2021 15:00";"11.6";"735.1";"748.4";"-1.7";"80";"Ветер, дующий с юга";"1";"";"";"100%.";"Состояние неба в общем не изменилось. ";"Ливень (ливни).";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоистые разорванные или кучевые разорванные облака плохой погоды, либо те и другие вместе (разорванно-дождевые); обычно расположены под слоистыми или слоисто-дождевыми облаками.";"100%.";"600-1000";"";"";"20.0";"8.2";"";"";"";"";"";"";
"03.09.2021 12:00";"10.4";"736.8";"750.1";"-1.8";"84";"Ветер, дующий с запада";"1";"";"";"100%.";"Ливневый(ые) дождь(и). ";"Облака покрывали более половины неба в течение всего соответствующего периода.";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.";"100%.";"600-1000";"";"";"4.0";"7.7";"";"";"";"";"";"";
"03.09.2021 09:00";"9.9";"738.6";"752.0";"-1.9";"76";"Ветер, дующий с юга";"1";"";"";"90  или более, но не 100%";" ";"";"";"5.4";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"90  или более, но не 100%";"1000-1500";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"20.0";"5.8";"Осадков нет";"12";"Поверхность почвы влажная.";"5.0";"";"";
"03.09.2021 06:00";"5.6";"740.5";"754.1";"-1.2";"93";"Штиль, безветрие";"0";"";"";"Облаков нет.";"Дымка. ";"Облака покрывали половину неба или менее в течение всего соответствующего периода.";"Облака покрывали половину неба или менее в течение всего соответствующего периода.";"5.4";"";"";"";"";"";"";"4.0";"4.6";"Осадков нет";"12";"";"";"";"";
"03.09.2021 03:00";"5.7";"741.7";"755.4";"-0.5";"93";"Штиль, безветрие";"0";"";"";"Облаков нет.";"Дымка. ";"Облака покрывали половину неба или менее в течение всего соответствующего периода.";"Облака покрывали половину неба или менее в течение всего соответствующего периода.";"";"";"";"";"";"";"";"";"4.7";"";"";"";"";"";"";
"03.09.2021 00:00";"8.2";"742.2";"755.8";"0.1";"78";"Ветер, дующий с северо-запада";"1";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"20.0";"4.6";"";"";"";"";"";"";
"02.09.2021 21:00";"11.1";"742.1";"755.5";"0.8";"67";"Ветер, дующий с северо-запада";"1";"";"";"20–30%.";" ";"";"";"";"14.6";"Слоисто-кучевые, образовавшиеся из кучевых.";"20–30%.";"1000-1500";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"20.0";"5.1";"2.0";"12";"";"";"";"";
"02.09.2021 18:00";"13.3";"741.3";"754.6";"0.2";"56";"Ветер, дующий с северо-северо-запада";"1";"";"";"40%.";" ";"";"";"";"";"Кучевые и слоисто-кучевые (но не слоисто-кучевые, образовавшиеся из кучевых), основания расположены на разных уровнях.";"20–30%.";"600-1000";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"20.0";"4.7";"2.0";"12";"";"";"";"";
"02.09.2021 15:00";"11.8";"741.1";"754.4";"0.7";"80";"Ветер, дующий с северо-северо-востока";"2";"";"";"70 – 80%.";"Ливневый(ые) дождь(и) слабый(ые) в срок наблюдения или за последний час. ";"Ливень (ливни).";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Кучево-дождевые лысые с кучевыми, слоисто-кучевыми или слоистыми, либо без них.";"70 – 80%.";"600-1000";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"4.0";"8.4";"";"";"";"";"";"";
"02.09.2021 12:00";"13.4";"740.4";"753.7";"0.6";"67";"Ветер, дующий с северо-северо-запада";"1";"";"";"90  или более, но не 100%";" ";"";"";"";"";"Кучевые и слоисто-кучевые (но не слоисто-кучевые, образовавшиеся из кучевых), основания расположены на разных уровнях.";"90  или более, но не 100%";"600-1000";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"20.0";"7.4";"";"";"";"";"";"";
"02.09.2021 09:00";"11.9";"739.8";"753.1";"0.5";"80";"Ветер, дующий с северо-запада";"1";"";"";"100%.";" ";"";"";"10.4";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"600-1000";"";"";"10.0";"8.6";"Осадков нет";"12";"Поверхность почвы влажная.";"11.0";"";"";
"02.09.2021 06:00";"11.3";"739.3";"752.6";"0.3";"87";"Ветер, дующий с северо-запада";"2";"";"";"100%.";"Дымка. ";"Облака покрывали более половины неба в течение всего соответствующего периода.";"Облака покрывали более половины неба в течение всего соответствующего периода.";"10.4";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"600-1000";"";"";"4.0";"9.2";"Осадков нет";"12";"";"";"";"";
"02.09.2021 03:00";"11.3";"739.0";"752.4";"0.2";"87";"Ветер, дующий с северо-северо-запада";"2";"";"";"70 – 80%.";"Дымка. ";"Облака покрывали более половины неба в течение одной части соответствующего периода и половину или менее в течение другой части периода.";"Облака покрывали более половины неба в течение одной части соответствующего периода и половину или менее в течение другой части периода.";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"70 – 80%.";"600-1000";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"";"9.2";"";"";"";"";"";"";
"02.09.2021 00:00";"11.0";"738.8";"752.2";"0.2";"91";"Ветер, дующий с западо-северо-запада";"1";"";"";"Облаков нет.";"Дымка. ";"Облака покрывали более половины неба в течение одной части соответствующего периода и половину или менее в течение другой части периода.";"Облака покрывали более половины неба в течение одной части соответствующего периода и половину или менее в течение другой части периода.";"";"";"";"";"";"";"";"";"9.6";"";"";"";"";"";"";
"01.09.2021 21:00";"13.0";"738.6";"751.9";"1.0";"85";"Ветер, дующий с северо-запада";"1";"";"";"60%.";"Дымка. ";"Ливень (ливни).";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"20.2";"Слоисто-кучевые, образовавшиеся не из кучевых.";"60%.";"600-1000";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"";"10.6";"6.0";"12";"";"";"";"";
"01.09.2021 18:00";"14.3";"737.6";"750.8";"0.6";"93";"Ветер, дующий с северо-запада";"2";"";"";"100%.";"Ливневый(ые) дождь(и). ";"Ливень (ливни).";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоисто-кучевые, образовавшиеся из кучевых.";"100%.";"600-1000";"";"";"4.0";"13.1";"6.0";"12";"";"";"";"";
"01.09.2021 15:00";"18.9";"737.0";"749.9";"-0.8";"80";"Ветер, дующий с запада";"1";"";"";"100%.";" ";"";"";"";"";"Кучевые и слоисто-кучевые (но не слоисто-кучевые, образовавшиеся из кучевых), основания расположены на разных уровнях.";"100%.";"600-1000";"";"";"10.0";"15.3";"";"";"";"";"";"";
"01.09.2021 12:00";"19.9";"737.8";"750.7";"-0.5";"73";"Ветер, дующий с северо-запада";"1";"";"";"70 – 80%.";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"70 – 80%.";"600-1000";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"10.0";"14.9";"";"";"";"";"";"";
"01.09.2021 09:00";"17.8";"738.3";"751.9";"-1.0";"85";"Ветер, дующий с юга";"1";"";"";"100%.";"Дымка. ";"Облака покрывали более половины неба в течение всего соответствующего периода.";"Облака покрывали более половины неба в течение всего соответствующего периода.";"16.0";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"600-1000";"";"";"4.0";"15.3";"0.4";"12";"Поверхность почвы влажная.";"15.0";"";"";
"01.09.2021 06:00";"16.4";"739.3";"752.9";"-1.9";"91";"Ветер, дующий с юго-юго-востока";"1";"";"";"100%.";"Дымка. ";"Облака покрывали более половины неба в течение всего соответствующего периода.";"Облака покрывали более половины неба в течение всего соответствующего периода.";"16.0";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"600-1000";"";"";"4.0";"15.0";"0.4";"12";"";"";"";"";
"01.09.2021 03:00";"16.8";"741.2";"754.9";"-1.3";"94";"Ветер, дующий с севера";"1";"";"";"90  или более, но не 100%";"Дымка. ";"Ливень (ливни).";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"90  или более, но не 100%";"600-1000";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"";"15.8";"";"";"";"";"";"";
"01.09.2021 00:00";"19.9";"742.5";"755.9";"-0.3";"69";"Штиль, безветрие";"0";"";"";"100%.";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"600-1000";"";"";"";"14.0";"";"";"";"";"";"";
